ADEP,ADES,n,delta_dist_nm_self_mean,delta_dist_nm_self_std,delta_dist_nm_self_p5,delta_dist_nm_self_p95,delta_duration_h_self_mean,delta_duration_h_self_std,delta_duration_h_self_p5,delta_duration_h_self_p95,delta_fuel_kg_self_mean,delta_fuel_kg_self_std,delta_fuel_kg_self_p5,delta_fuel_kg_self_p95
LYBE,LIRF,63,-39.69,20.01,-57.28,4.67,-0.12,0.07,-0.23,0.01,-287.43,178.1,-513.39,33.87
LYBE,LJLJ,59,4.77,6.11,-0.71,14.94,-0.01,0.08,-0.12,0.1,-14.85,120.88,-130.81,111.56
LYBE,LOWW,155,10.14,23.68,-28.56,51.55,0.02,0.1,-0.15,0.17,58.5,156.44,-159.11,300.0
LYBE,LROP,51,-46.11,12.38,-54.95,-19.5,-0.21,0.11,-0.42,-0.03,-197.1,121.49,-368.3,-66.65
LYBE,LSZH,137,11.46,21.28,-25.62,36.82,0.04,0.11,-0.12,0.18,90.28,253.42,-295.74,414.46
LYBE,LTFM,167,-36.36,21.04,-64.3,-6.06,-0.04,0.1,-0.2,0.08,-106.7,268.22,-480.0,233.37
LYBE,LWSK,55,-19.98,9.61,-31.23,-2.05,-0.14,0.1,-0.33,-0.03,-129.26,80.81,-277.69,-38.1
LYBE,LYPG,150,-3.93,11.68,-18.17,2.35,-0.01,0.09,-0.09,0.08,-31.44,139.0,-174.92,172.97
LYBE,LYTV,175,-0.1,9.45,-11.38,7.26,-0.02,0.06,-0.11,0.05,-56.11,108.18,-244.22,77.39
LYBE,OMDB,59,10.05,18.98,-13.26,40.17,0.06,0.08,-0.05,0.2,136.91,162.63,-104.36,426.44
LYBE,UUEE,61,10.87,20.27,-4.6,30.8,0.14,0.09,0.02,0.28,329.02,213.48,34.8,666.6
LYPG,EPWA,53,-17.77,21.95,-38.0,13.74,-0.05,0.08,-0.13,0.06,-93.85,166.03,-271.14,128.28
LYPG,LOWW,70,18.48,13.84,-0.13,46.55,0.08,0.04,0.02,0.13,191.77,99.27,41.7,333.3
LYPG,LTFM,68,-37.33,17.83,-61.78,-8.44,-0.04,0.11,-0.15,0.1,-90.64,261.06,-368.71,197.19
LYPG,LYBE,147,-3.68,15.19,-24.1,27.81,0.02,0.06,-0.06,0.15,46.19,133.95,-125.34,333.47
LYTV,LTFM,55,-39.83,20.77,-68.28,-5.24,-0.04,0.1,-0.15,0.16,-74.19,217.03,-340.98,376.5
LYTV,LYBE,177,-12.57,24.88,-60.04,23.98,-0.02,0.07,-0.15,0.1,-32.47,154.7,-322.78,215.22
MDSD,LEMD,72,-9.55,23.82,-39.06,21.56,0.03,0.18,-0.24,0.28,150.01,1046.26,-1451.17,1641.14
MMMX,EGLL,57,19.96,17.97,-9.12,50.88,0.18,0.13,0.0,0.38,978.18,721.21,20.22,2067.36
MMMX,EHAM,59,9.31,17.73,-18.82,37.6,0.1,0.1,-0.06,0.26,551.29,562.98,-325.87,1427.69
MMMX,LEMD,149,-7.93,19.52,-34.86,24.66,0.05,0.1,-0.09,0.24,281.96,580.55,-545.2,1338.36
MMMX,LFPG,89,-4.81,25.83,-51.0,27.82,0.04,0.13,-0.16,0.28,301.9,776.59,-858.04,1536.08
MMUN,EGKK,56,12.9,19.34,-14.82,47.15,0.13,0.18,-0.13,0.4,804.48,1115.5,-690.52,2604.27
MMUN,LEMD,50,-17.07,24.55,-58.9,21.4,0.05,0.08,-0.06,0.2,261.69,444.9,-331.61,1127.74
MUHA,LEMD,70,-4.5,20.16,-26.67,25.37,0.01,0.12,-0.16,0.18,29.51,673.74,-987.56,1020.83
OBBI,EDDP,29,-51.09,33.64,-88.34,-0.3,-0.09,0.08,-0.2,0.03,-618.07,587.92,-1492.0,251.34
OBBI,EGLL,90,13.7,16.18,-8.91,41.05,0.2,0.11,0.02,0.39,1136.16,631.97,157.14,2188.34
OBBI,LTFM,77,-25.5,25.36,-57.5,19.22,-0.04,0.11,-0.22,0.15,-117.23,285.83,-561.36,379.76
OEDF,LTFJ,64,-22.36,24.9,-51.1,15.35,-0.06,0.1,-0.2,0.12,-137.53,247.19,-493.76,272.92
OEDF,LTFM,50,-28.65,26.08,-57.12,22.2,-0.05,0.12,-0.19,0.1,-123.89,325.19,-513.3,398.5
OEJN,GMMN,63,-0.74,14.54,-21.3,20.61,0.12,0.1,-0.02,0.26,711.02,647.44,-85.27,1641.29
OEJN,LTFJ,102,-23.39,19.97,-43.67,9.78,-0.05,0.09,-0.18,0.12,-116.65,216.59,-458.3,278.5
OEJN,LTFM,207,-14.07,22.78,-45.17,28.69,-0.02,0.16,-0.32,0.21,51.36,693.94,-826.7,1136.7
OEMA,LTFM,99,-14.82,25.44,-47.03,27.26,0.06,0.14,-0.09,0.21,269.55,698.52,-379.2,1182.37
OERK,EGLL,120,6.46,21.18,-25.86,41.55,0.22,0.15,-0.03,0.44,1691.63,1132.67,-179.6,3458.86
OERK,LTFJ,104,-29.24,26.24,-60.64,13.26,-0.04,0.17,-0.25,0.15,-109.14,394.5,-604.03,362.31
OERK,LTFM,146,-36.56,33.02,-77.05,12.82,-0.03,0.16,-0.25,0.21,52.83,710.53,-589.9,1183.62
OIIE,LTAC,52,1.08,20.39,-38.25,36.89,0.04,0.09,-0.12,0.19,90.48,217.57,-292.32,434.57
OIIE,LTFJ,68,-28.59,21.61,-58.46,0.91,-0.09,0.1,-0.24,0.11,-222.53,258.83,-581.2,267.94
OIIE,LTFM,232,-30.07,25.68,-57.4,0.0,-0.05,0.14,-0.19,0.14,-151.24,362.69,-525.52,371.85
OIIE,UDYZ,25,-0.81,11.32,-18.46,12.84,0.06,0.04,-0.0,0.11,140.48,92.73,-2.64,282.14
OITT,LTFM,49,-20.25,22.63,-55.44,0.0,-0.05,0.06,-0.16,0.01,-123.82,153.52,-380.26,36.24
OJAI,EDDF,63,-14.85,21.6,-52.08,11.06,-0.15,0.1,-0.32,0.0,-368.28,251.39,-794.17,9.23
OJAI,EGLL,74,-33.57,344.74,-16.02,33.23,0.05,0.75,-0.09,0.37,0.5,3856.01,-271.79,1831.36
OJAI,LLBG,62,-20.75,12.38,-33.29,2.75,0.02,0.08,-0.07,0.15,58.62,227.7,-146.7,327.85
OJAI,LOWW,61,3.41,15.91,-17.0,34.9,0.02,0.09,-0.1,0.18,37.26,207.95,-250.0,437.5
OJAI,LTAC,60,-17.2,11.37,-26.4,0.08,0.02,0.04,-0.05,0.08,56.07,100.1,-105.0,192.61
OJAI,LTFM,164,-24.58,20.92,-54.96,10.92,-0.07,0.13,-0.24,0.14,-318.99,531.19,-1285.59,375.19
OKKK,EGLL,87,7.65,18.54,-15.59,41.9,0.17,0.12,0.02,0.41,1277.4,927.36,116.81,2980.9
OKKK,LTCG,60,13.71,19.78,-15.13,48.56,0.07,0.08,-0.04,0.18,180.69,185.74,-96.78,444.15
OKKK,LTFJ,156,-29.89,21.69,-61.95,4.95,-0.08,0.12,-0.22,0.12,-218.3,331.42,-653.1,288.9
OKKK,LTFM,195,-40.35,24.64,-70.45,2.68,-0.11,0.12,-0.25,0.04,-572.97,571.14,-1442.6,144.07
OLBA,EDDF,86,-14.03,30.22,-45.58,14.3,-0.2,0.15,-0.37,-0.0,-497.51,377.48,-937.2,-12.0
OLBA,EGLL,60,14.01,34.2,-12.24,46.28,0.18,0.25,-0.02,0.38,596.44,813.91,-49.93,1626.03
OLBA,HAAB,59,10.03,62.29,-16.4,26.8,0.12,0.2,-0.04,0.28,365.33,580.69,-195.87,1308.85
OLBA,HECA,159,15.02,14.51,-1.74,37.66,0.12,0.19,-0.02,0.29,354.28,834.54,-56.07,1037.83
OLBA,LCLK,72,-15.34,4.59,-20.3,-7.43,-0.01,0.06,-0.12,0.07,-9.66,133.97,-220.28,165.0
OLBA,LFPG,97,6.06,30.28,-24.04,36.56,0.06,0.23,-0.07,0.16,367.14,1368.97,-237.1,902.44
OLBA,LGAV,62,17.93,8.26,8.54,31.75,0.05,0.04,-0.01,0.12,127.96,107.86,-22.59,299.93
OLBA,LTAI,85,2.64,31.75,-20.52,40.5,0.08,0.29,-0.07,0.18,184.21,667.11,-157.2,436.54
OLBA,LTFJ,60,-23.88,17.06,-42.32,4.38,-0.16,0.15,-0.28,-0.01,-412.14,365.0,-708.86,-14.54
OLBA,LTFM,215,-13.95,25.87,-46.48,19.85,-0.05,0.14,-0.19,0.1,-251.9,696.61,-1096.49,429.46
OLBA,OMDB,110,-5.56,22.48,-45.36,27.97,0.07,0.15,-0.16,0.33,675.32,977.15,-366.86,2560.01
OLBA,OTHH,90,-1.15,22.78,-32.26,34.28,0.02,0.1,-0.1,0.16,98.63,588.93,-586.48,937.16
OMAA,EDDF,58,-14.34,23.18,-47.26,25.69,-0.13,0.08,-0.26,-0.02,-748.44,503.84,-1536.68,-84.76
OMAA,EGLL,123,18.33,13.27,-3.59,41.08,0.16,0.11,-0.02,0.34,1429.68,1196.27,-130.06,3780.33
OMAA,KJFK,60,41.62,27.18,12.75,79.71,0.19,0.34,-0.07,0.4,1077.92,1848.13,-390.46,2212.74
OMAA,LIRF,60,-31.49,23.71,-64.04,1.35,-0.14,0.11,-0.3,0.02,-564.56,500.0,-1326.4,182.46
OMAA,LLBG,57,-13.05,16.46,-32.62,19.42,-0.09,0.07,-0.19,0.04,-288.0,271.22,-676.0,104.28
OMAA,LTFM,82,-28.94,22.39,-57.3,12.73,-0.12,0.1,-0.26,0.03,-316.04,322.33,-745.94,115.54
OMDB,CYYZ,60,12.42,26.46,-28.2,42.81,0.13,0.14,-0.12,0.32,844.66,1109.13,-1475.3,2110.3
OMDB,DAAG,52,25.27,19.54,0.0,62.06,0.09,0.1,-0.08,0.26,720.89,755.6,-473.83,2016.87
OMDB,EBBR,60,12.24,13.17,-1.44,32.03,0.09,0.06,-0.0,0.18,700.95,477.72,-39.35,1430.0
OMDB,EDDF,119,-11.91,21.7,-47.32,21.25,-0.04,0.07,-0.15,0.07,-301.17,595.52,-1309.02,518.27
OMDB,EDDH,60,-32.95,11.04,-46.32,-9.05,-0.02,0.07,-0.13,0.05,-175.89,555.14,-1014.54,415.1
OMDB,EDDL,60,-4.23,12.33,-21.22,14.09,0.07,0.08,-0.04,0.18,666.19,766.42,-511.34,1987.38
OMDB,EDDM,61,8.62,47.71,-7.8,38.8,0.04,0.14,-0.05,0.16,497.05,1644.31,-646.7,1880.0
OMDB,EGBB,60,2.25,16.7,-22.93,27.96,0.04,0.1,-0.11,0.17,369.55,1116.64,-1319.0,1981.3
OMDB,EGCC,89,23.13,9.68,8.56,39.22,0.1,0.08,-0.02,0.24,1050.29,869.36,-238.0,2477.34
OMDB,EGKK,90,21.29,16.8,0.14,51.91,0.17,0.14,-0.02,0.43,2012.7,1588.56,-214.8,4875.5
OMDB,EGLL,271,20.35,21.09,-1.55,47.0,0.22,0.13,0.03,0.46,2265.31,1445.8,267.05,4800.0
OMDB,EGSS,60,12.85,13.92,-8.44,36.85,0.11,0.08,-0.0,0.27,886.2,613.53,-5.01,2093.08
OMDB,EHAM,116,20.46,12.69,3.12,45.5,0.13,0.07,0.02,0.23,1083.53,626.25,192.08,1930.52
OMDB,EIDW,60,9.86,16.34,-12.42,36.26,0.07,0.09,-0.06,0.23,555.67,693.1,-456.81,1829.35
OMDB,EPWA,60,-13.24,16.4,-37.14,11.9,-0.01,0.06,-0.1,0.08,33.46,310.02,-334.56,586.59
OMDB,KJFK,60,28.31,32.04,-18.81,66.9,0.16,0.16,-0.08,0.37,1978.45,1908.08,-937.86,4458.0
OMDB,LEBL,60,10.06,15.68,-10.54,35.22,0.14,0.17,-0.04,0.43,1113.78,1297.41,-316.41,3356.14
OMDB,LFPG,151,1.91,16.21,-28.8,26.3,0.11,0.09,-0.04,0.26,1016.21,931.43,-533.35,2271.15
OMDB,LGAV,60,17.57,14.06,-2.06,37.14,0.13,0.06,0.06,0.21,1006.52,453.93,450.2,1652.33
OMDB,LHBP,73,-12.38,17.06,-40.54,10.02,0.01,0.08,-0.1,0.14,156.84,494.06,-367.46,1129.3
OMDB,LIMC,76,-45.86,23.09,-74.07,0.15,-0.12,0.1,-0.27,0.05,-1352.56,1136.24,-3200.0,386.72
OMDB,LIRF,61,-23.13,40.9,-61.7,12.5,0.02,0.13,-0.12,0.18,54.86,913.54,-1400.0,1690.0
OMDB,LKPR,67,-6.34,11.56,-25.67,11.46,-0.0,0.06,-0.1,0.09,79.48,329.97,-329.0,741.0
OMDB,LLBG,229,-21.25,14.16,-40.56,5.76,-0.03,0.08,-0.14,0.12,1.23,434.26,-456.78,910.0
OMDB,LOWW,60,27.86,19.02,1.5,65.94,0.13,0.06,0.02,0.25,1051.38,496.35,130.0,1950.0
OMDB,LPPT,60,-4.08,20.38,-31.88,35.26,0.09,0.08,-0.03,0.22,722.91,589.03,-260.0,1690.0
OMDB,LSGG,59,11.71,18.25,-13.57,40.74,0.09,0.08,-0.05,0.21,724.77,595.45,-361.65,1659.91
OMDB,LSZH,90,26.44,24.45,7.89,40.16,0.12,0.1,-0.01,0.32,951.35,822.93,-81.9,2485.87
OMDB,LTFJ,103,-13.08,18.56,-40.04,12.0,-0.01,0.1,-0.15,0.17,-24.28,242.72,-373.5,420.0
OMDB,LTFM,271,-35.94,97.03,-61.3,13.2,-0.05,0.24,-0.18,0.17,-329.67,2671.47,-1300.0,1300.0
OMDB,LYBE,59,29.25,21.32,-4.05,65.98,0.08,0.08,-0.05,0.2,168.55,171.64,-95.83,424.45
OMDB,OLBA,110,-56.49,18.62,-82.73,-20.8,-0.1,0.09,-0.23,0.05,-351.51,404.4,-864.16,401.36
OMDB,UBBB,105,-43.03,23.75,-73.46,5.24,-0.08,0.07,-0.15,0.05,-190.84,184.12,-426.64,102.68
OMDB,UGTB,63,23.31,14.51,2.36,40.59,0.08,0.05,-0.02,0.16,173.27,119.41,-33.1,347.0
OMDB,UUDD,68,5.71,12.83,-11.96,25.28,0.07,0.07,-0.04,0.19,859.2,880.75,-318.1,2224.14
OMDB,UUEE,60,-54.66,22.44,-76.76,-2.64,-0.07,0.16,-0.28,0.22,-165.82,417.8,-675.36,520.0
OMDB,UUWW,170,-2.75,5.74,-11.56,6.46,-0.06,0.03,-0.11,-0.01,-141.64,82.34,-264.8,-14.87
OMSJ,LTFJ,84,-5.62,23.43,-39.73,24.54,0.02,0.17,-0.15,0.23,57.65,414.21,-368.74,583.3
OMSJ,UUDD,84,-4.68,6.38,-13.9,2.84,-0.01,0.07,-0.06,0.03,-23.1,173.33,-160.62,87.2
OOMS,LTFM,68,-37.36,23.59,-60.4,8.68,-0.06,0.14,-0.23,0.18,-132.56,474.52,-595.13,794.71
ORBI,LTFJ,103,-15.4,23.84,-44.53,11.47,-0.0,0.17,-0.19,0.26,-12.05,412.11,-477.36,548.55
ORBI,LTFM,153,-37.85,21.72,-58.1,0.2,-0.07,0.12,-0.19,0.14,-204.26,446.06,-756.38,308.92
ORER,LTFJ,74,40.6,69.42,-35.03,187.38,0.0,0.19,-0.23,0.3,-1.78,478.96,-570.58,721.71
ORER,LTFM,114,22.43,65.83,-56.24,162.39,-0.01,0.14,-0.27,0.2,-91.41,506.42,-976.7,445.18
OTHH,EDDB,60,10.85,14.62,-7.91,39.06,0.09,0.17,-0.03,0.16,498.21,990.76,-186.04,934.33
OTHH,EDDF,127,-16.59,20.8,-42.95,16.59,-0.11,0.09,-0.24,0.02,-748.73,530.81,-1504.61,177.86
OTHH,EDDM,69,17.18,14.09,-0.86,43.86,0.03,0.06,-0.06,0.12,186.64,358.06,-339.0,733.06
OTHH,EGCC,77,17.33,15.06,-1.64,42.08,0.05,0.1,-0.08,0.2,356.65,652.28,-543.7,1189.36
OTHH,EGKK,69,12.74,15.42,-7.94,37.52,0.08,0.11,-0.07,0.27,469.73,673.56,-460.2,1622.1
OTHH,EGLL,214,21.89,15.06,3.42,54.65,0.2,0.13,0.01,0.43,1849.53,1389.3,99.75,4333.01
OTHH,EGPH,60,16.92,9.22,6.52,33.76,0.07,0.06,-0.03,0.19,365.87,336.13,-138.34,1002.15
OTHH,EHAM,80,18.12,9.7,5.74,35.16,0.11,0.16,-0.0,0.21,769.08,983.28,-6.52,1610.02
OTHH,EIDW,60,4.32,22.17,-24.93,33.08,0.02,0.19,-0.14,0.16,82.26,989.04,-709.28,855.92
OTHH,KDFW,60,13.04,28.38,-51.4,61.94,0.05,0.07,-0.06,0.16,301.05,481.97,-365.28,1160.93
OTHH,KIAD,60,22.05,41.98,-18.93,50.22,0.12,0.14,-0.03,0.29,751.05,911.08,-256.72,1694.01
OTHH,KJFK,90,22.29,28.61,-20.95,70.31,0.13,0.2,-0.15,0.4,917.62,1452.2,-1004.96,2735.18
OTHH,KLAX,58,-15.44,29.46,-55.98,21.98,-0.01,0.1,-0.14,0.15,-60.29,607.38,-819.06,889.84
OTHH,LCLK,60,-28.1,15.25,-46.34,4.24,0.0,0.08,-0.13,0.12,4.36,195.02,-335.48,291.7
OTHH,LEBL,60,1.38,20.09,-27.82,40.96,-0.02,0.1,-0.15,0.12,-91.95,537.64,-816.09,701.95
OTHH,LEMD,117,12.13,20.05,-13.62,54.22,0.06,0.11,-0.09,0.23,503.01,789.94,-520.0,1716.0
OTHH,LFPG,111,-0.99,17.06,-32.8,19.6,0.02,0.08,-0.1,0.15,176.45,650.63,-789.05,1317.25
OTHH,LGAV,90,12.41,19.95,-7.66,43.06,0.05,0.08,-0.07,0.19,207.32,332.05,-209.76,971.04
OTHH,LIMC,99,-40.55,20.5,-71.54,-1.78,-0.2,0.1,-0.35,-0.06,-1236.07,595.98,-2111.94,-363.14
OTHH,LIRF,77,-36.15,20.42,-64.46,3.22,-0.13,0.11,-0.28,0.04,-762.18,648.82,-1632.64,195.52
OTHH,LOWW,60,20.99,21.35,-5.64,59.29,0.03,0.1,-0.1,0.22,204.88,465.21,-256.25,1258.03
OTHH,LROP,60,-16.22,12.98,-28.54,6.48,0.01,0.21,-0.1,0.12,20.89,516.56,-252.08,302.11
OTHH,LSZH,60,24.13,8.46,13.54,41.32,0.11,0.09,-0.0,0.28,610.86,531.44,-15.88,1640.2
OTHH,LTFJ,99,-15.85,20.62,-47.01,22.11,-0.07,0.11,-0.22,0.14,-158.26,350.51,-591.73,464.56
OTHH,LTFM,119,-22.71,25.11,-60.11,12.05,-0.06,0.12,-0.23,0.1,-170.11,639.05,-780.0,793.0
OTHH,OLBA,89,-56.24,22.49,-89.1,-12.36,-0.08,0.09,-0.2,0.02,-505.44,557.88,-1253.44,108.66
OTHH,UDYZ,59,1.57,8.6,-5.29,14.96,0.09,0.06,0.02,0.18,252.46,156.76,68.51,462.47
OTHH,UGTB,60,12.4,17.49,-9.85,41.3,0.09,0.07,-0.0,0.22,236.51,178.08,-2.08,543.78
OTHH,UUEE,51,-11.91,8.06,-21.15,4.1,0.03,0.16,-0.11,0.32,139.94,812.38,-587.9,1690.0
RJTT,EDDF,60,-35.42,20.2,-59.34,1.43,-0.12,0.11,-0.33,0.06,-679.69,594.28,-1822.79,307.69
RJTT,EFHK,52,5.76,20.82,-27.52,42.18,0.01,0.13,-0.21,0.18,80.36,716.8,-1135.94,1016.32
RJTT,EGLL,132,23.52,26.84,-25.42,66.5,0.09,0.15,-0.15,0.33,609.64,1034.1,-909.26,2247.62
RJTT,LFPG,90,-10.09,26.76,-52.98,37.25,-0.02,0.22,-0.38,0.27,-135.96,1673.22,-2947.68,2134.85
RKSI,EDDF,109,11.78,25.94,-28.8,49.42,0.11,0.16,-0.13,0.38,715.2,1059.14,-1001.86,2413.6
RKSI,EGLL,69,33.91,34.28,7.82,55.84,0.35,0.19,0.07,0.65,2391.1,1288.53,556.38,3776.72
RKSI,EHAM,56,37.61,30.37,1.15,90.3,0.15,0.17,-0.16,0.39,1091.5,1125.03,-902.88,3029.58
RKSI,LFPG,59,30.24,41.24,-16.98,61.92,0.26,0.15,0.04,0.5,1646.67,912.2,283.3,2949.45
RKSI,LTFM,97,-4.14,33.88,-59.58,50.26,0.05,0.25,-0.32,0.47,260.09,1751.38,-2470.0,3102.0
SAEZ,LEMD,135,11.82,21.39,-8.8,58.44,0.0,0.12,-0.17,0.14,7.72,671.23,-1030.0,807.5
SAEZ,LIRF,51,-40.93,26.29,-86.5,-2.3,-0.18,0.09,-0.31,-0.08,-1071.39,525.01,-1820.8,-480.0
SBGR,EDDF,30,-99.56,44.04,-162.65,-38.95,-0.26,0.11,-0.42,-0.09,-1989.52,832.31,-3289.66,-689.9
SBGR,EGLL,59,19.57,19.92,-0.53,48.32,0.23,0.14,-0.03,0.43,1529.03,944.41,-210.85,2839.54
SBGR,LEMD,90,12.55,30.21,-34.17,63.17,0.01,0.19,-0.3,0.3,90.52,1240.85,-1852.23,2005.99
SBGR,LFPG,90,0.28,22.33,-30.6,33.54,0.06,0.16,-0.2,0.29,391.29,1000.42,-1219.74,2152.07
SBGR,LIRF,58,-41.03,27.53,-77.06,11.87,-0.2,0.12,-0.39,0.02,-1192.77,753.93,-2451.05,179.93
SBGR,LPPT,115,-10.24,22.5,-46.8,19.99,0.03,0.1,-0.13,0.21,167.16,564.79,-691.8,1164.67
SBKP,LPPT,56,9.81,28.8,-24.78,55.65,0.07,0.09,-0.08,0.22,358.92,497.46,-503.32,1194.75
SCEL,LEMD,64,2.52,26.35,-42.94,44.68,0.02,0.12,-0.17,0.19,131.61,654.78,-966.85,1104.48
SKBO,LEMD,205,-1.4,18.86,-30.18,29.74,0.05,0.1,-0.09,0.19,266.18,553.14,-522.62,1073.86
SPJC,LEMD,133,2.7,25.78,-37.04,53.2,-0.01,0.14,-0.17,0.17,-32.94,784.37,-1025.32,950.44
SVMI,LEMD,50,-7.53,27.04,-41.72,27.36,-0.02,0.13,-0.3,0.14,-146.24,785.74,-1821.25,791.0
TBPB,EGLL,57,15.1,16.08,-13.04,35.12,0.18,0.12,-0.01,0.37,1165.84,798.65,-39.64,2310.56
TFFF,LFPO,81,-18.58,27.95,-56.2,29.2,0.02,0.12,-0.17,0.23,125.11,756.52,-967.5,1513.9
TFFR,LFPO,90,-19.97,25.78,-57.24,11.23,0.04,0.15,-0.19,0.33,293.78,915.77,-1029.82,1952.34
TNCB,EHAM,57,7.12,7.64,-0.76,19.4,0.14,0.13,-0.1,0.35,765.07,752.65,-572.4,2122.74
TNCC,EHAM,58,6.17,17.3,-13.0,24.68,0.13,0.15,-0.11,0.35,985.88,1068.88,-585.1,2626.33
UAAA,LTAI,45,-39.24,30.93,-89.92,0.16,0.01,0.14,-0.23,0.22,40.6,362.02,-575.06,550.0
UAAA,LTFM,151,-20.56,27.2,-59.9,18.0,-0.04,0.13,-0.23,0.13,-213.53,654.05,-1350.0,600.0
UACC,LTAI,38,-34.54,22.13,-62.4,5.98,-0.08,0.1,-0.22,0.09,-255.72,374.78,-816.64,197.36
UACC,LTFM,112,-35.38,29.41,-73.54,7.75,-0.04,0.14,-0.22,0.21,-185.2,565.17,-1300.0,465.38
UBBB,LIMC,18,-31.29,24.89,-69.77,-2.41,-0.12,0.09,-0.23,0.01,-467.19,477.37,-1191.44,41.25
UBBB,LTAC,56,-4.72,32.14,-47.78,59.3,0.01,0.1,-0.14,0.2,18.24,222.95,-350.0,420.0
UBBB,LTAI,50,-35.67,31.17,-67.37,33.93,-0.04,0.1,-0.18,0.13,-80.58,263.95,-462.47,314.58
UBBB,LTBJ,53,-6.72,18.49,-33.16,18.04,-0.14,0.08,-0.28,0.0,-318.45,187.63,-651.7,0.0
UBBB,LTFJ,137,-38.36,30.73,-87.22,5.88,-0.09,0.13,-0.28,0.14,-225.24,330.09,-774.34,298.32
UBBB,LTFM,197,-24.04,27.5,-54.04,27.4,-0.05,0.14,-0.18,0.14,-132.3,484.54,-606.6,538.72
UBBB,OMDB,106,25.56,25.77,-27.5,65.6,0.07,0.08,-0.05,0.21,169.64,192.12,-113.92,466.65
UBBB,UBBN,287,-11.97,21.47,-48.71,12.45,0.01,0.07,-0.12,0.11,19.68,167.58,-256.67,256.67
UBBB,UGTB,156,-11.05,20.96,-43.75,25.38,0.03,0.07,-0.08,0.15,63.77,152.47,-183.3,333.75
UBBB,UUDD,60,-9.62,46.08,-57.0,56.55,-0.0,0.12,-0.13,0.16,-47.56,347.33,-635.68,442.21
UBBB,UUEE,90,-107.54,24.4,-129.28,-54.81,-0.11,0.13,-0.33,0.08,-267.89,307.14,-782.0,193.97
UBBB,UUWW,81,-32.03,48.87,-97.4,69.7,-0.06,0.14,-0.24,0.2,-131.96,350.92,-577.3,506.9
UBBG,UUWW,25,-6.02,31.96,-48.86,60.74,0.0,0.07,-0.07,0.11,2.71,181.95,-159.78,277.24
UBBN,UBBB,287,-45.45,23.97,-84.88,-3.94,-0.07,0.07,-0.17,0.05,-164.61,159.59,-383.4,110.0
UCFM,LTFJ,60,-51.75,34.0,-96.12,4.35,-0.04,0.18,-0.24,0.19,-94.22,420.24,-542.45,436.93
UCFM,LTFM,152,-43.77,39.87,-80.92,10.0,-0.08,0.19,-0.28,0.18,-382.31,732.55,-1445.0,627.9
UDYZ,LCLK,73,-61.62,17.73,-86.66,-34.2,-0.17,0.06,-0.28,-0.06,-407.77,152.9,-677.14,-153.1
UDYZ,LOWW,50,6.43,14.91,-10.79,35.8,0.01,0.08,-0.12,0.13,25.34,214.18,-309.32,318.75
UDYZ,LUKK,75,-17.65,18.38,-30.34,11.12,-0.05,0.06,-0.13,0.03,-137.22,146.41,-329.2,83.3
UDYZ,OIIE,20,22.9,15.5,1.01,37.96,0.12,0.04,0.06,0.16,278.91,88.94,138.84,401.49
UDYZ,OTHH,59,29.4,11.33,13.75,50.14,0.19,0.07,0.1,0.31,575.64,275.39,247.02,1070.03
UDYZ,ULLI,74,-46.14,45.57,-105.29,18.0,-0.05,0.14,-0.29,0.14,-113.07,339.05,-674.77,345.2
UDYZ,URMM,90,9.08,16.77,-15.31,30.88,0.1,0.06,0.02,0.18,225.46,128.95,38.3,404.46
UDYZ,URSS,131,5.26,19.28,-8.6,41.85,0.09,0.08,-0.03,0.25,225.92,205.27,-63.55,571.85
UDYZ,UUDD,116,-19.69,58.02,-85.48,96.0,-0.01,0.14,-0.18,0.29,-25.78,348.48,-407.9,734.0
UDYZ,UUEE,200,-76.57,31.24,-120.32,-26.4,-0.05,0.14,-0.23,0.22,-114.89,351.77,-600.33,560.0
UDYZ,UUWW,147,-46.36,52.29,-95.15,15.89,-0.1,0.13,-0.25,0.11,-240.0,312.16,-600.76,247.72
UGSB,UGTB,52,-8.93,15.02,-22.49,11.93,0.01,0.07,-0.07,0.12,7.76,62.02,-56.7,99.14
UGTB,LLBG,80,-13.5,22.6,-41.82,19.14,-0.05,0.09,-0.2,0.1,-121.02,221.4,-480.06,238.27
UGTB,LTFJ,99,-26.32,24.21,-65.61,14.49,-0.06,0.09,-0.2,0.1,-166.94,240.07,-560.0,241.0
UGTB,LTFM,120,-40.27,27.14,-75.48,5.6,-0.09,0.1,-0.2,0.08,-328.37,504.3,-1139.86,230.5
UGTB,OIIE,28,20.48,19.14,-14.16,47.95,0.07,0.07,-0.03,0.18,182.16,178.55,-70.59,451.68
UGTB,OMDB,63,19.45,20.07,-12.87,48.45,0.1,0.1,-0.03,0.27,213.33,212.71,-74.88,633.62
UGTB,OTHH,60,25.86,13.97,0.79,47.95,0.12,0.06,0.01,0.22,311.87,154.78,26.27,547.6
UGTB,UBBB,146,-16.65,18.14,-37.45,20.42,-0.04,0.07,-0.15,0.07,-87.32,131.68,-256.7,138.7
UGTB,UGSB,52,1.46,6.82,-6.88,14.09,0.01,0.11,-0.06,0.07,5.19,92.33,-47.48,56.42
UGTB,UUWW,94,-55.05,55.3,-99.72,22.63,-0.06,0.15,-0.22,0.25,-151.99,360.07,-531.64,571.16
